Date,Round,Court,Surface,Series,Tournament,tourney_weight,Winner,loser,game_ratio_1,game_ratio_2,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,player_num,player,game_ratio,rank,points,odds,year,week,corr_date
08/12/2010,3rd Round,Outdoor,Hard,Masters 1000,Rogers Masters,1000,Federer R.,Llodra M.,0.692,1.444,35,3,1145,6795,6,1.11,Player_2,Federer R.,1.444,3,6795,1.11,2010,32,08/12/2010
08/13/2010,Quarterfinals,Outdoor,Hard,Masters 1000,Rogers Masters,1000,Federer R.,Berdych T.,0.889,1.125,7,3,3780,6795,2.87,1.38,Player_2,Federer R.,1.125,3,6795,1.38,2010,32,08/13/2010
08/15/2010,Semifinals,Outdoor,Hard,Masters 1000,Rogers Masters,1000,Federer R.,Djokovic N.,1.333,0.75,3,2,6795,6905,1.61,2.25,Player_1,Federer R.,1.333,3,6795,1.61,2010,32,08/15/2010
08/15/2010,The Final,Outdoor,Hard,Masters 1000,Rogers Masters,1000,Murray A.,Federer R.,0.714,1.4,3,4,6795,5305,2,1.8,Player_1,Federer R.,0.714,3,6795,2,2010,32,08/15/2010
08/11/2010,2nd Round,Outdoor,Hard,Masters 1000,Rogers Masters,1000,Nadal R.,Wawrinka S.,1.444,0.692,1,24,10745,1520,1.07,7.5,Player_1,Nadal R.,1.444,1,10745,1.07,2010,32,08/11/2010
08/12/2010,3rd Round,Outdoor,Hard,Masters 1000,Rogers Masters,1000,Nadal R.,Anderson K.,0.615,1.625,87,1,607,10745,7,1.08,Player_2,Nadal R.,1.625,1,10745,1.08,2010,32,08/12/2010
08/13/2010,Quarterfinals,Outdoor,Hard,Masters 1000,Rogers Masters,1000,Nadal R.,Kohlschreiber P.,1.154,0.867,1,37,10745,1100,1.05,9,Player_1,Nadal R.,1.154,1,10745,1.05,2010,32,08/13/2010
08/14/2010,Semifinals,Outdoor,Hard,Masters 1000,Rogers Masters,1000,Murray A.,Nadal R.,0.583,1.714,1,4,10745,5305,1.61,2.25,Player_1,Nadal R.,0.583,1,10745,1.61,2010,32,08/14/2010
08/18/2010,2nd Round,Outdoor,Hard,Masters 1000,Western & Southern Financial Group Masters,1000,Djokovic N.,Troicki V.,1.625,0.615,3,47,7085,945,1.14,5,Player_1,Djokovic N.,1.625,3,7085,1.14,2010,33,08/18/2010
08/19/2010,3rd Round,Outdoor,Hard,Masters 1000,Western & Southern Financial Group Masters,1000,Djokovic N.,Nalbandian D.,1.857,0.538,3,37,7085,1145,1.57,2.25,Player_1,Djokovic N.,1.857,3,7085,1.57,2010,33,08/19/2010
08/20/2010,Quarterfinals,Outdoor,Hard,Masters 1000,Western & Southern Financial Group Masters,1000,Roddick A.,Djokovic N.,1.444,0.692,13,3,2875,7085,2.5,1.5,Player_2,Djokovic N.,0.692,3,7085,1.5,2010,33,08/20/2010
08/20/2010,Quarterfinals,Outdoor,Hard,Masters 1000,Western & Southern Financial Group Masters,1000,Federer R.,Davydenko N.,0.692,1.444,6,2,4195,7215,3.75,1.25,Player_2,Federer R.,1.444,2,7215,1.25,2010,33,08/20/2010
08/22/2010,Semifinals,Outdoor,Hard,Masters 1000,Western & Southern Financial Group Masters,1000,Federer R.,Baghdatis M.,0.583,1.714,20,2,1780,7215,3.75,1.28,Player_2,Federer R.,1.714,2,7215,1.28,2010,33,08/22/2010
08/22/2010,The Final,Outdoor,Hard,Masters 1000,Western & Southern Financial Group Masters,1000,Federer R.,Fish M.,1.118,0.895,2,36,7215,1151,1.2,4.5,Player_1,Federer R.,1.118,2,7215,1.2,2010,33,08/22/2010
08/18/2010,2nd Round,Outdoor,Hard,Masters 1000,Western & Southern Financial Group Masters,1000,Nadal R.,Dent T.,0.538,1.857,83,1,629,10925,11,1.03,Player_2,Nadal R.,1.857,1,10925,1.03,2010,33,08/18/2010
08/19/2010,3rd Round,Outdoor,Hard,Masters 1000,Western & Southern Financial Group Masters,1000,Nadal R.,Benneteau J.,0.833,1.2,32,1,1239,10925,11,1.03,Player_2,Nadal R.,1.2,1,10925,1.03,2010,33,08/19/2010
08/20/2010,Quarterfinals,Outdoor,Hard,Masters 1000,Western & Southern Financial Group Masters,1000,Baghdatis M.,Nadal R.,1.143,0.875,20,1,1780,10925,4,1.22,Player_2,Nadal R.,0.875,1,10925,1.22,2010,33,08/20/2010
08/31/2010,1st Round,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Troicki V.,1.043,0.958,3,47,6665,980,1.08,7,Player_1,Djokovic N.,1.043,3,6665,1.08,2010,35,08/31/2010
09/03/2010,2nd Round,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Petzschner P.,0.7,1.429,52,3,910,6665,6.5,1.1,Player_2,Djokovic N.,1.429,3,6665,1.1,2010,35,09/03/2010
09/04/2010,3rd Round,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Blake J.,1.9,0.526,3,108,6665,495,1.1,6.5,Player_1,Djokovic N.,1.9,3,6665,1.1,2010,35,09/04/2010
08/31/2010,1st Round,Outdoor,Hard,Grand Slam,US Open,1500,Federer R.,Dabul B.,0.389,2.571,96,2,577,7215,21,1.005,Player_2,Federer R.,2.571,2,7215,1.005,2010,35,08/31/2010
09/02/2010,2nd Round,Outdoor,Hard,Grand Slam,US Open,1500,Federer R.,Beck A.,1.8,0.556,2,104,7215,506,1.005,21,Player_1,Federer R.,1.8,2,7215,1.005,2010,35,09/02/2010
09/04/2010,3rd Round,Outdoor,Hard,Grand Slam,US Open,1500,Federer R.,Mathieu P.H.,0.556,1.8,109,2,494,7215,13,1.01,Player_2,Federer R.,1.8,2,7215,1.01,2010,35,09/04/2010
09/01/2010,1st Round,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Gabashvili T.,0.75,1.333,93,1,585,10745,21,1.005,Player_2,Nadal R.,1.333,1,10745,1.005,2010,35,09/01/2010
09/04/2010,2nd Round,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Istomin D.,1.538,0.65,1,39,10745,1096,1.05,9,Player_1,Nadal R.,1.538,1,10745,1.05,2010,35,09/04/2010
09/05/2010,3rd Round,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Simon G.,0.556,1.8,42,1,1055,10745,9,1.05,Player_2,Nadal R.,1.8,1,10745,1.05,2010,35,09/05/2010
09/06/2010,4th Round,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Fish M.,2.25,0.444,3,21,6665,1751,1.28,3.5,Player_1,Djokovic N.,2.25,3,6665,1.28,2010,36,09/06/2010
09/08/2010,Quarterfinals,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Monfils G.,0.474,2.111,19,3,2070,6665,4.33,1.22,Player_2,Djokovic N.,2.111,3,6665,1.22,2010,36,09/08/2010
09/11/2010,Semifinals,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Federer R.,0.759,1.318,2,3,7215,6665,1.3,3.5,Player_2,Djokovic N.,1.318,3,6665,3.5,2010,36,09/11/2010
09/12/2010,The Final,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Djokovic N.,1.353,0.739,1,3,10745,6665,1.36,3.25,Player_2,Djokovic N.,0.739,3,6665,3.25,2010,36,09/12/2010
09/07/2010,4th Round,Outdoor,Hard,Grand Slam,US Open,1500,Federer R.,Melzer J.,0.632,1.583,15,2,2470,7215,10,1.04,Player_2,Federer R.,1.583,2,7215,1.04,2010,36,09/07/2010
09/09/2010,Quarterfinals,Outdoor,Hard,Grand Slam,US Open,1500,Federer R.,Soderling R.,1.462,0.684,2,5,7215,4910,1.22,4.33,Player_1,Federer R.,1.462,2,7215,1.22,2010,36,09/09/2010
09/11/2010,Semifinals,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Federer R.,0.759,1.318,2,3,7215,6665,1.3,3.5,Player_1,Federer R.,0.759,2,7215,1.3,2010,36,09/11/2010
09/08/2010,4th Round,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Lopez F.,1.636,0.611,1,25,10745,1515,1.04,10,Player_1,Nadal R.,1.636,1,10745,1.04,2010,36,09/08/2010
09/10/2010,Quarterfinals,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Verdasco F.,0.632,1.583,8,1,3330,10745,7.5,1.08,Player_2,Nadal R.,1.583,1,10745,1.08,2010,36,09/10/2010
09/11/2010,Semifinals,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Youzhny M.,2,0.5,1,14,10745,2620,1.07,7.5,Player_1,Nadal R.,2,1,10745,1.07,2010,36,09/11/2010
09/12/2010,The Final,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Djokovic N.,1.353,0.739,1,3,10745,6665,1.36,3.25,Player_1,Nadal R.,1.353,1,10745,1.36,2010,36,09/12/2010
09/30/2010,2nd Round,Indoor,Hard,ATP250,Thailand Open,250,Nadal R.,Bemelmans R.,0.417,2.4,195,1,258,12025,21,1.005,Player_2,Nadal R.,2.4,1,12025,1.005,2010,39,09/30/2010
10/01/2010,Quarterfinals,Indoor,Hard,ATP250,Thailand Open,250,Nadal R.,Kukushkin M.,2.4,0.417,1,83,12025,628,1.01,13,Player_1,Nadal R.,2.4,1,12025,1.01,2010,39,10/01/2010
10/02/2010,Semifinals,Indoor,Hard,ATP250,Thailand Open,250,Garcia-Lopez G.,Nadal R.,1,1,1,53,12025,900,1.02,12,Player_1,Nadal R.,1,1,12025,1.02,2010,39,10/02/2010
10/05/2010,1st Round,Outdoor,Hard,ATP500,China Open,500,Djokovic N.,Gong M.X.,3,0.333,2,356,7145,111,1.005,21,Player_1,Djokovic N.,3,2,7145,1.005,2010,40,10/05/2010
10/08/2010,Quarterfinals,Outdoor,Hard,ATP500,China Open,500,Djokovic N.,Simon G.,0.417,2.4,43,2,1055,7145,4.33,1.2,Player_2,Djokovic N.,2.4,2,7145,1.2,2010,40,10/08/2010
10/09/2010,Semifinals,Outdoor,Hard,ATP500,China Open,500,Djokovic N.,Isner J.,1.625,0.615,2,22,7145,1715,1.22,4,Player_1,Djokovic N.,1.625,2,7145,1.22,2010,40,10/09/2010
10/10/2010,The Final,Outdoor,Hard,ATP500,China Open,500,Djokovic N.,Ferrer D.,0.5,2,11,2,3135,7145,4,1.25,Player_2,Djokovic N.,2,2,7145,1.25,2010,40,10/10/2010
10/05/2010,1st Round,Outdoor,Hard,ATP500,Rakuten Japan Open Tennis Championships,500,Nadal R.,Giraldo S.,1.5,0.667,1,63,12070,793,1.01,15,Player_1,Nadal R.,1.5,1,12070,1.01,2010,40,10/05/2010
10/07/2010,2nd Round,Outdoor,Hard,ATP500,Rakuten Japan Open Tennis Championships,500,Nadal R.,Raonic M.,0.667,1.5,200,1,255,12070,15,1.01,Player_2,Nadal R.,1.5,1,12070,1.01,2010,40,10/07/2010
10/08/2010,Quarterfinals,Outdoor,Hard,ATP500,Rakuten Japan Open Tennis Championships,500,Nadal R.,Tursunov D.,2.4,0.417,1,432,12070,83,1.04,10,Player_1,Nadal R.,2.4,1,12070,1.04,2010,40,10/08/2010
10/09/2010,Semifinals,Outdoor,Hard,ATP500,Rakuten Japan Open Tennis Championships,500,Nadal R.,Troicki V.,1,1,54,1,885,12070,8,1.06,Player_2,Nadal R.,1,1,12070,1.06,2010,40,10/09/2010
10/10/2010,The Final,Outdoor,Hard,ATP500,Rakuten Japan Open Tennis Championships,500,Nadal R.,Monfils G.,2.167,0.462,1,15,12070,2160,1.28,3.75,Player_1,Nadal R.,2.167,1,12070,1.28,2010,40,10/10/2010
10/13/2010,2nd Round,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Djokovic N.,Ljubicic I.,0.5,2,17,2,2190,7145,5.5,1.12,Player_2,Djokovic N.,2,2,7145,1.12,2010,41,10/13/2010
10/14/2010,3rd Round,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Djokovic N.,Gasquet R.,6,0.167,2,31,7145,1305,1.14,5,Player_1,Djokovic N.,6,2,7145,1.14,2010,41,10/14/2010
10/15/2010,Quarterfinals,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Djokovic N.,Garcia-Lopez G.,0.417,2.4,35,2,1175,7145,8,1.06,Player_2,Djokovic N.,2.4,2,7145,1.06,2010,41,10/15/2010
10/16/2010,Semifinals,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Federer R.,Djokovic N.,0.692,1.444,2,3,7145,6735,2.2,1.66,Player_1,Djokovic N.,0.692,2,7145,2.2,2010,41,10/16/2010
10/13/2010,2nd Round,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Federer R.,Isner J.,0.583,1.714,20,3,1850,6735,5.5,1.12,Player_2,Federer R.,1.714,3,6735,1.12,2010,41,10/13/2010
10/14/2010,3rd Round,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Federer R.,Seppi A.,1.714,0.583,3,58,6735,855,1.04,10,Player_1,Federer R.,1.714,3,6735,1.04,2010,41,10/14/2010
10/15/2010,Quarterfinals,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Federer R.,Soderling R.,6,0.167,3,5,6735,4825,1.28,3.5,Player_1,Federer R.,6,3,6735,1.28,2010,41,10/15/2010
10/16/2010,Semifinals,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Federer R.,Djokovic N.,0.692,1.444,2,3,7145,6735,2.2,1.66,Player_2,Federer R.,1.444,3,6735,1.66,2010,41,10/16/2010
10/17/2010,The Final,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Murray A.,Federer R.,2.4,0.417,4,3,5125,6735,2.75,1.44,Player_2,Federer R.,0.417,3,6735,1.44,2010,41,10/17/2010
10/13/2010,2nd Round,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Nadal R.,Wawrinka S.,1.5,0.667,1,21,12390,1765,1.16,4.5,Player_1,Nadal R.,1.5,1,12390,1.16,2010,41,10/13/2010
10/14/2010,3rd Round,Outdoor,Hard,Masters 1000,Shanghai Masters,1000,Melzer J.,Nadal R.,0.667,1.5,1,12,12390,2560,1.06,8,Player_1,Nadal R.,0.667,1,12390,1.06,2010,41,10/14/2010
10/21/2010,2nd Round,Indoor,Hard,ATP250,Stockholm Open,250,Federer R.,Dent T.,0.25,4,101,2,559,7335,12,1.02,Player_2,Federer R.,4,2,7335,1.02,2010,42,10/21/2010
10/22/2010,Quarterfinals,Indoor,Hard,ATP250,Stockholm Open,250,Federer R.,Wawrinka S.,1.273,0.786,2,21,7335,1720,1.14,5,Player_1,Federer R.,1.273,2,7335,1.14,2010,42,10/22/2010
10/23/2010,Semifinals,Indoor,Hard,ATP250,Stockholm Open,250,Federer R.,Ljubicic I.,0.615,1.625,17,2,2055,7335,6.5,1.1,Player_2,Federer R.,1.625,2,7335,1.1,2010,42,10/23/2010
10/24/2010,The Final,Indoor,Hard,ATP250,Stockholm Open,250,Federer R.,Mayer F.,1.714,0.583,2,47,7335,986,1.06,9,Player_1,Federer R.,1.714,2,7335,1.06,2010,42,10/24/2010
11/02/2010,1st Round,Indoor,Hard,ATP500,Swiss Indoors,500,Djokovic N.,Gulbis E.,2,0.5,3,26,7145,1415,1.11,6,Player_1,Djokovic N.,2,3,7145,1.11,2010,44,11/02/2010
11/04/2010,2nd Round,Indoor,Hard,ATP500,Swiss Indoors,500,Djokovic N.,Nieminen J.,1.3,0.769,3,41,7145,1070,1.16,4.5,Player_1,Djokovic N.,1.3,3,7145,1.16,2010,44,11/04/2010
11/05/2010,Quarterfinals,Indoor,Hard,ATP500,Swiss Indoors,500,Djokovic N.,Haase R.,0.417,2.4,66,3,743,7145,7.5,1.07,Player_2,Djokovic N.,2.4,3,7145,1.07,2010,44,11/05/2010
11/06/2010,Semifinals,Indoor,Hard,ATP500,Swiss Indoors,500,Djokovic N.,Troicki V.,0.769,1.3,32,3,1225,7145,4.33,1.2,Player_2,Djokovic N.,1.3,3,7145,1.2,2010,44,11/06/2010
11/07/2010,The Final,Indoor,Hard,ATP500,Swiss Indoors,500,Federer R.,Djokovic N.,0.733,1.364,3,2,7145,7495,2.75,1.44,Player_1,Djokovic N.,0.733,3,7145,2.75,2010,44,11/07/2010
11/01/2010,1st Round,Indoor,Hard,ATP500,Swiss Indoors,500,Federer R.,Dolgopolov O.,0.545,1.833,48,2,940,7495,10,1.04,Player_2,Federer R.,1.833,2,7495,1.04,2010,44,11/01/2010
11/03/2010,2nd Round,Indoor,Hard,ATP500,Swiss Indoors,500,Federer R.,Tipsarevic J.,0.583,1.714,46,2,980,7495,8,1.06,Player_2,Federer R.,1.714,2,7495,1.06,2010,44,11/03/2010
11/05/2010,Quarterfinals,Indoor,Hard,ATP500,Swiss Indoors,500,Federer R.,Stepanek R.,2.4,0.417,2,38,7495,1155,1.04,10,Player_1,Federer R.,2.4,2,7495,1.04,2010,44,11/05/2010
11/06/2010,Semifinals,Indoor,Hard,ATP500,Swiss Indoors,500,Federer R.,Roddick A.,2,0.5,2,9,7495,3260,1.16,4.5,Player_1,Federer R.,2,2,7495,1.16,2010,44,11/06/2010
11/07/2010,The Final,Indoor,Hard,ATP500,Swiss Indoors,500,Federer R.,Djokovic N.,0.733,1.364,3,2,7145,7495,2.75,1.44,Player_2,Federer R.,1.364,2,7495,1.44,2010,44,11/07/2010
11/10/2010,2nd Round,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Djokovic N.,Monaco J.,1.714,0.583,3,24,6945,1480,1.12,5.5,Player_1,Djokovic N.,1.714,3,6945,1.12,2010,45,11/10/2010
11/11/2010,3rd Round,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Llodra M.,Djokovic N.,1.625,0.615,34,3,1215,6945,5,1.14,Player_2,Djokovic N.,0.615,3,6945,1.14,2010,45,11/11/2010
11/10/2010,2nd Round,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Federer R.,Gasquet R.,0.667,1.5,28,2,1385,7695,7,1.08,Player_2,Federer R.,1.5,2,7695,1.08,2010,45,11/10/2010
11/11/2010,3rd Round,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Federer R.,Stepanek R.,0.583,1.714,41,2,1065,7695,10,1.04,Player_2,Federer R.,1.714,2,7695,1.04,2010,45,11/11/2010
11/12/2010,Quarterfinals,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Federer R.,Melzer J.,1.857,0.538,2,12,7695,2650,1.07,7.5,Player_1,Federer R.,1.857,2,7695,1.07,2010,45,11/12/2010
11/13/2010,Semifinals,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Monfils G.,Federer R.,0.95,1.053,2,14,7695,2485,1.16,5,Player_1,Federer R.,0.95,2,7695,1.16,2010,45,11/13/2010
11/21/2010,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Federer R.,Ferrer D.,2.4,0.417,2,7,7645,3735,1.1,7,Player_1,Federer R.,2.4,2,7645,1.1,2010,46,11/21/2010
11/22/2010,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Djokovic N.,Berdych T.,0.5,2,6,3,3755,5635,4.5,1.2,Player_2,Djokovic N.,2,3,5635,1.2,2010,47,11/22/2010
11/24/2010,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Nadal R.,Djokovic N.,1.857,0.538,1,3,11450,5635,1.9,1.9,Player_2,Djokovic N.,0.538,3,5635,1.9,2010,47,11/24/2010
11/26/2010,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Djokovic N.,Roddick A.,0.417,2.4,8,3,3665,5635,3,1.38,Player_2,Djokovic N.,2.4,3,5635,1.38,2010,47,11/26/2010
11/27/2010,Semifinals,Indoor,Hard,Masters Cup,Masters Cup,1500,Federer R.,Djokovic N.,0.417,2.4,3,2,5635,7645,3,1.38,Player_1,Djokovic N.,0.417,3,5635,3,2010,47,11/27/2010
11/23/2010,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Federer R.,Murray A.,0.5,2,5,2,5360,7645,2,1.8,Player_2,Federer R.,2,2,7645,1.8,2010,47,11/23/2010
11/25/2010,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Federer R.,Soderling R.,0.692,1.444,4,2,5380,7645,4,1.25,Player_2,Federer R.,1.444,2,7645,1.25,2010,47,11/25/2010
11/27/2010,Semifinals,Indoor,Hard,Masters Cup,Masters Cup,1500,Federer R.,Djokovic N.,0.417,2.4,3,2,5635,7645,3,1.38,Player_2,Federer R.,2.4,2,7645,1.38,2010,47,11/27/2010
11/28/2010,The Final,Indoor,Hard,Masters Cup,Masters Cup,1500,Federer R.,Nadal R.,1.5,0.667,2,1,7645,11450,1.61,2.25,Player_1,Federer R.,1.5,2,7645,1.61,2010,47,11/28/2010
11/22/2010,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Nadal R.,Roddick A.,1,1,1,8,11450,3665,1.33,3.4,Player_1,Nadal R.,1,1,11450,1.33,2010,47,11/22/2010
11/24/2010,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Nadal R.,Djokovic N.,1.857,0.538,1,3,11450,5635,1.9,1.9,Player_1,Nadal R.,1.857,1,11450,1.9,2010,47,11/24/2010
11/26/2010,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Nadal R.,Berdych T.,1.857,0.538,1,6,11450,3755,1.16,5,Player_1,Nadal R.,1.857,1,11450,1.16,2010,47,11/26/2010
11/27/2010,Semifinals,Indoor,Hard,Masters Cup,Masters Cup,1500,Nadal R.,Murray A.,0.944,1.059,1,5,11450,5360,1.5,2.62,Player_1,Nadal R.,0.944,1,11450,1.5,2010,47,11/27/2010
11/28/2010,The Final,Indoor,Hard,Masters Cup,Masters Cup,1500,Federer R.,Nadal R.,1.5,0.667,2,1,7645,11450,1.61,2.25,Player_2,Nadal R.,0.667,1,11450,2.25,2010,47,11/28/2010
01/04/2011,1st Round,Outdoor,Hard,ATP250,Qatar Exxon Mobil Open,250,Federer R.,Schoorel T.,0.692,1.444,168,2,319,9145,21,1.01,Player_2,Federer R.,1.444,2,9145,1.01,2011,1,01/04/2011
01/05/2011,2nd Round,Outdoor,Hard,ATP250,Qatar Exxon Mobil Open,250,Federer R.,Chiudinelli M.,0.786,1.273,117,2,485,9145,13,1.01,Player_2,Federer R.,1.273,2,9145,1.01,2011,1,01/05/2011
01/06/2011,Quarterfinals,Outdoor,Hard,ATP250,Qatar Exxon Mobil Open,250,Federer R.,Troicki V.,0.333,3,28,2,1430,9145,5,1.14,Player_2,Federer R.,3,2,9145,1.14,2011,1,01/06/2011
01/07/2011,Semifinals,Outdoor,Hard,ATP250,Qatar Exxon Mobil Open,250,Federer R.,Tsonga J.W.,0.692,1.444,13,2,2345,9145,6.5,1.1,Player_2,Federer R.,1.444,2,9145,1.1,2011,1,01/07/2011
01/08/2011,The Final,Outdoor,Hard,ATP250,Qatar Exxon Mobil Open,250,Federer R.,Davydenko N.,0.583,1.714,22,2,1655,9145,4.33,1.22,Player_2,Federer R.,1.714,2,9145,1.22,2011,1,01/08/2011
01/04/2011,1st Round,Outdoor,Hard,ATP250,Qatar Exxon Mobil Open,250,Nadal R.,Beck K.,4,0.25,1,103,12450,549,1.005,21,Player_1,Nadal R.,4,1,12450,1.005,2011,1,01/04/2011
01/05/2011,2nd Round,Outdoor,Hard,ATP250,Qatar Exxon Mobil Open,250,Nadal R.,Lacko L.,0.867,1.154,1,89,12450,578,1.01,15,Player_1,Nadal R.,0.867,1,12450,1.01,2011,1,01/05/2011
01/06/2011,Quarterfinals,Outdoor,Hard,ATP250,Qatar Exxon Mobil Open,250,Nadal R.,Gulbis E.,1.444,0.692,1,24,12450,1505,1.28,3.5,Player_1,Nadal R.,1.444,1,12450,1.28,2011,1,01/06/2011
01/07/2011,Semifinals,Outdoor,Hard,ATP250,Qatar Exxon Mobil Open,250,Davydenko N.,Nadal R.,2.4,0.417,22,1,1655,12450,3.4,1.3,Player_2,Nadal R.,0.417,1,12450,1.3,2011,1,01/07/2011
01/17/2011,1st Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Djokovic N.,Granollers M.,0.278,3.6,42,3,993,6240,15,1.01,Player_2,Djokovic N.,3.6,3,6240,1.01,2011,3,01/17/2011
01/19/2011,2nd Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Djokovic N.,Dodig I.,0.56,1.786,81,3,606,6240,15,1.01,Player_2,Djokovic N.,1.786,3,6240,1.01,2011,3,01/19/2011
01/23/2011,4th Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Djokovic N.,Almagro N.,2.571,0.389,3,14,6240,2160,1.06,8,Player_1,Djokovic N.,2.571,3,6240,1.06,2011,3,01/23/2011
01/17/2011,1st Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Federer R.,Lacko L.,3.6,0.278,2,97,9245,553,1.01,21,Player_1,Federer R.,3.6,2,9245,1.01,2011,3,01/17/2011
01/19/2011,2nd Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Federer R.,Simon G.,1.3,0.769,2,34,9245,1210,1.04,10,Player_1,Federer R.,1.3,2,9245,1.04,2011,3,01/19/2011
01/21/2011,3rd Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Federer R.,Malisse X.,2.571,0.389,2,45,9245,956,1.01,15,Player_1,Federer R.,2.571,2,9245,1.01,2011,3,01/21/2011
01/23/2011,4th Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Federer R.,Robredo T.,0.667,1.5,52,2,890,9245,15,1.01,Player_2,Federer R.,1.5,2,9245,1.01,2011,3,01/23/2011
01/18/2011,1st Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Daniel M.,11,0,1,93,12390,564,1.002,34,Player_1,Nadal R.,11,1,12390,1.002,2011,3,01/18/2011
01/20/2011,2nd Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Sweeting R.,0.222,4.5,116,1,486,12390,21,1.005,Player_2,Nadal R.,4.5,1,12390,1.005,2011,3,01/20/2011
01/22/2011,3rd Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Tomic B.,0.526,1.9,199,1,251,12390,21,1.005,Player_2,Nadal R.,1.9,1,12390,1.005,2011,3,01/22/2011
01/25/2011,Quarterfinals,Outdoor,Hard,Grand Slam,Australian Open,1500,Djokovic N.,Berdych T.,2.375,0.421,3,6,6240,3955,1.28,3.75,Player_1,Djokovic N.,2.375,3,6240,1.28,2011,4,01/25/2011
01/27/2011,Semifinals,Outdoor,Hard,Grand Slam,Australian Open,1500,Djokovic N.,Federer R.,1.333,0.75,3,2,6240,9245,2.87,1.4,Player_1,Djokovic N.,1.333,3,6240,2.87,2011,4,01/27/2011
01/30/2011,The Final,Outdoor,Hard,Grand Slam,Australian Open,1500,Djokovic N.,Murray A.,0.5,2,5,3,5760,6240,2.4,1.61,Player_2,Djokovic N.,2,3,6240,1.61,2011,4,01/30/2011
01/25/2011,Quarterfinals,Outdoor,Hard,Grand Slam,Australian Open,1500,Federer R.,Wawrinka S.,0.389,2.571,19,2,1855,9245,4,1.25,Player_2,Federer R.,2.571,2,9245,1.25,2011,4,01/25/2011
01/27/2011,Semifinals,Outdoor,Hard,Grand Slam,Australian Open,1500,Djokovic N.,Federer R.,1.333,0.75,3,2,6240,9245,2.87,1.4,Player_2,Federer R.,0.75,2,9245,1.4,2011,4,01/27/2011
01/24/2011,4th Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Cilic M.,2,0.5,1,15,12390,2140,1.07,7.5,Player_1,Nadal R.,2,1,12390,1.07,2011,4,01/24/2011
01/26/2011,Quarterfinals,Outdoor,Hard,Grand Slam,Australian Open,1500,Ferrer D.,Nadal R.,0.5,2,1,7,12390,3895,1.08,7.5,Player_1,Nadal R.,0.5,1,12390,1.08,2011,4,01/26/2011
