player,rank,points,year,week,corr_date,absent
Nadal R.,1,12070,2011,22,05/30/2011,
Djokovic N.,2,,2011,23,,
Federer R.,3,,2011,23,,
Nadal R.,1,12070,2011,23,06/08/2011,
Djokovic N.,2,,2011,24,,
Federer R.,3,,2011,24,,
Nadal R.,1,,2011,24,,
Djokovic N.,2,12005,2011,25,06/21/2011,
Federer R.,3,9230,2011,25,06/21/2011,
Nadal R.,1,12070,2011,25,06/20/2011,
Djokovic N.,2,12005,2011,26,06/27/2011,
Federer R.,3,9230,2011,26,06/27/2011,
Nadal R.,1,12070,2011,26,06/27/2011,
Djokovic N.,2,,2011,27,,
Federer R.,3,,2011,27,,
Nadal R.,1,,2011,27,,
Djokovic N.,2,,2011,28,,
Federer R.,3,,2011,28,,
Nadal R.,1,,2011,28,,
Djokovic N.,2,,2011,29,,
Federer R.,3,,2011,29,,
Nadal R.,1,,2011,29,,
Djokovic N.,2,,2011,30,,
Federer R.,3,,2011,30,,
Nadal R.,1,,2011,30,,
Djokovic N.,2,,2011,31,,
Federer R.,3,,2011,31,,
Nadal R.,1,,2011,31,,
Djokovic N.,1,12860,2011,32,08/10/2011,
Federer R.,3,9710,2011,32,08/10/2011,
Nadal R.,2,11770,2011,32,08/11/2011,
Djokovic N.,1,13500,2011,33,08/18/2011,
Federer R.,3,9200,2011,33,08/17/2011,
Nadal R.,2,11420,2011,33,08/17/2011,
Djokovic N.,1,,2011,34,,
Federer R.,3,,2011,34,,
Nadal R.,2,,2011,34,,
Djokovic N.,1,13920,2011,35,08/30/2011,
Federer R.,3,8380,2011,35,08/30/2011,
Nadal R.,2,11420,2011,35,08/31/2011,
Djokovic N.,1,13920,2011,36,09/05/2011,
Federer R.,3,8380,2011,36,09/06/2011,
Nadal R.,2,11420,2011,36,09/08/2011,
Djokovic N.,1,13920,2011,37,09/12/2011,
Federer R.,3,,2011,37,,
Nadal R.,2,11420,2011,37,09/12/2011,
Djokovic N.,1,,2011,38,,
Federer R.,3,,2011,38,,
Nadal R.,2,,2011,38,,
Djokovic N.,1,,2011,39,,
Federer R.,3,,2011,39,,
Nadal R.,2,,2011,39,,
Djokovic N.,1,,2011,40,,
Federer R.,3,,2011,40,,
Nadal R.,2,10575,2011,40,10/04/2011,
Djokovic N.,1,,2011,41,,
Federer R.,3,,2011,41,,
Nadal R.,2,10375,2011,41,10/12/2011,
Djokovic N.,1,,2011,42,,
Federer R.,3,,2011,42,,
Nadal R.,2,,2011,42,,
Djokovic N.,1,,2011,43,,
Federer R.,3,,2011,43,,
Nadal R.,2,,2011,43,,
Djokovic N.,1,13860,2011,44,11/01/2011,
Federer R.,4,7530,2011,44,10/31/2011,
Nadal R.,2,,2011,44,,
Djokovic N.,1,13785,2011,45,11/09/2011,
Federer R.,4,7530,2011,45,11/09/2011,
Nadal R.,2,,2011,45,,
Djokovic N.,1,,2011,46,,
Federer R.,4,6670,2011,46,11/20/2011,
Nadal R.,2,9375,2011,46,11/20/2011,
Djokovic N.,1,13475,2011,47,11/21/2011,
Federer R.,4,6670,2011,47,11/22/2011,
Nadal R.,2,9375,2011,47,11/22/2011,
Djokovic N.,1,,2011,48,,
Federer R.,4,,2011,48,,
Nadal R.,2,,2011,48,,
Djokovic N.,1,,2011,49,,
Federer R.,4,,2011,49,,
Nadal R.,2,,2011,49,,
Djokovic N.,1,,2011,50,,
Federer R.,4,,2011,50,,
Nadal R.,2,,2011,50,,
Djokovic N.,1,,2011,51,,
Federer R.,4,,2011,51,,
Nadal R.,2,,2011,51,,
Djokovic N.,1,,2011,52,,
Federer R.,4,,2011,52,,
Nadal R.,2,,2011,52,,
Djokovic N.,1,,2012,1,,
Federer R.,3,8170,2012,1,01/03/2012,
Nadal R.,2,9595,2012,1,01/03/2012,
Djokovic N.,1,,2012,2,,
Federer R.,3,,2012,2,,
Nadal R.,2,,2012,2,,
Djokovic N.,1,13630,2012,3,01/17/2012,
Federer R.,3,8010,2012,3,01/16/2012,
Nadal R.,2,9595,2012,3,01/16/2012,
Djokovic N.,1,13630,2012,4,01/23/2012,
Federer R.,3,8010,2012,4,01/24/2012,
Nadal R.,2,9595,2012,4,01/24/2012,
Djokovic N.,1,,2012,5,,
Federer R.,3,,2012,5,,
Nadal R.,2,,2012,5,,
Djokovic N.,1,,2012,6,,
Federer R.,3,,2012,6,,
Nadal R.,2,,2012,6,,
Djokovic N.,1,,2012,7,,
Federer R.,3,8010,2012,7,02/15/2012,
Nadal R.,2,,2012,7,,
Djokovic N.,1,,2012,8,,
Federer R.,3,,2012,8,,
Nadal R.,2,,2012,8,,
Djokovic N.,1,13130,2012,9,02/27/2012,
Federer R.,3,8235,2012,9,02/28/2012,
Nadal R.,2,,2012,9,,
Djokovic N.,1,13310,2012,10,03/10/2012,
Federer R.,3,,2012,10,,
Nadal R.,2,10415,2012,10,03/11/2012,
Djokovic N.,1,13310,2012,11,03/12/2012,
Federer R.,3,8710,2012,11,03/12/2012,
Nadal R.,2,10415,2012,11,03/13/2012,
Djokovic N.,1,12670,2012,12,03/25/2012,
Federer R.,3,9350,2012,12,03/24/2012,
Nadal R.,2,10175,2012,12,03/24/2012,
Djokovic N.,1,12670,2012,13,03/26/2012,
Federer R.,3,9350,2012,13,03/27/2012,
Nadal R.,2,10175,2012,13,03/26/2012,
Djokovic N.,1,,2012,14,,
Federer R.,3,,2012,14,,
Nadal R.,2,,2012,14,,
Djokovic N.,1,,2012,15,,
Federer R.,3,,2012,15,,
Nadal R.,2,,2012,15,,
Djokovic N.,1,12670,2012,16,04/18/2012,
Federer R.,3,,2012,16,,
Nadal R.,2,9215,2012,16,04/18/2012,
Djokovic N.,1,,2012,17,,
Federer R.,3,,2012,17,,
Nadal R.,2,9715,2012,17,04/25/2012,
Djokovic N.,1,,2012,18,,
Federer R.,3,,2012,18,,
Nadal R.,2,,2012,18,,
Djokovic N.,1,12020,2012,19,05/08/2012,
Federer R.,3,8520,2012,19,05/09/2012,
Nadal R.,2,9615,2012,19,05/09/2012,
Djokovic N.,1,11200,2012,20,05/15/2012,
Federer R.,2,9430,2012,20,05/16/2012,
Nadal R.,3,9105,2012,20,05/16/2012,
Djokovic N.,1,11200,2012,21,05/21/2012,
Federer R.,2,,2012,21,,
Nadal R.,3,9105,2012,21,05/21/2012,
Djokovic N.,1,11800,2012,22,05/28/2012,
Federer R.,3,9790,2012,22,05/28/2012,
Nadal R.,2,10060,2012,22,05/29/2012,
Djokovic N.,1,11800,2012,23,06/05/2012,
Federer R.,3,9790,2012,23,06/05/2012,
Nadal R.,2,10060,2012,23,06/04/2012,
Djokovic N.,1,,2012,24,,
Federer R.,3,9310,2012,24,06/14/2012,
Nadal R.,2,10060,2012,24,06/14/2012,
Djokovic N.,1,,2012,25,,
Federer R.,3,,2012,25,,
Nadal R.,2,,2012,25,,
Djokovic N.,1,12280,2012,26,06/25/2012,
Federer R.,3,9435,2012,26,06/25/2012,
Nadal R.,2,10060,2012,26,06/26/2012,
Djokovic N.,1,12280,2012,27,07/02/2012,
Federer R.,3,9435,2012,27,07/02/2012,
Nadal R.,2,,2012,27,,
Djokovic N.,1,,2012,28,,
Federer R.,3,,2012,28,,
Nadal R.,2,,2012,28,,
Djokovic N.,1,,2012,29,,
Federer R.,3,,2012,29,,
Nadal R.,2,,2012,29,,
Djokovic N.,1,,2012,30,,
Federer R.,3,,2012,30,,
Nadal R.,2,,2012,30,,
Djokovic N.,1,,2012,31,,
Federer R.,3,,2012,31,,
Nadal R.,2,,2012,31,,
Djokovic N.,2,11270,2012,32,08/09/2012,
Federer R.,3,,2012,32,,
Nadal R.,2,,2012,32,,
Djokovic N.,2,11270,2012,33,08/13/2012,
Federer R.,1,11345,2012,33,08/16/2012,
Nadal R.,2,,2012,33,,
Djokovic N.,2,,2012,34,,
Federer R.,1,,2012,34,,
Nadal R.,2,,2012,34,,
Djokovic N.,2,11270,2012,35,08/29/2012,
Federer R.,1,12165,2012,35,08/28/2012,
Nadal R.,2,,2012,35,,
Djokovic N.,2,11270,2012,36,09/05/2012,
Federer R.,1,12165,2012,36,09/06/2012,
Nadal R.,2,,2012,36,,
Djokovic N.,2,11270,2012,37,09/10/2012,
Federer R.,1,,2012,37,,
Nadal R.,2,,2012,37,,
Djokovic N.,2,,2012,38,,
Federer R.,1,,2012,38,,
Nadal R.,2,,2012,38,,
Djokovic N.,2,,2012,39,,
Federer R.,1,,2012,39,,
Nadal R.,2,,2012,39,,
Djokovic N.,2,10470,2012,40,10/02/2012,
Federer R.,,,2012,40,,
Nadal R.,2,10860,2012,40,10/02/2012,
Djokovic N.,2,10970,2012,41,10/10/2012,
Federer R.,1,11805,2012,41,10/10/2012,
Nadal R.,2,,2012,41,,
Djokovic N.,2,,2012,42,,
Federer R.,1,,2012,42,,
Nadal R.,2,,2012,42,,
Djokovic N.,2,,2012,43,,
Federer R.,1,12165,2012,43,10/22/2012,
Nadal R.,2,,2012,43,,
Djokovic N.,2,11970,2012,44,10/31/2012,
Federer R.,1,,2012,44,,
Nadal R.,2,,2012,44,,
Djokovic N.,1,11420,2012,45,11/05/2012,
Federer R.,2,9465,2012,45,11/06/2012,
Nadal R.,2,,2012,45,,
Djokovic N.,1,11420,2012,46,11/12/2012,
Federer R.,2,9465,2012,46,11/12/2012,
Nadal R.,2,,2012,46,,
Djokovic N.,1,,2012,47,,
Federer R.,2,,2012,47,,
Nadal R.,2,,2012,47,,
Djokovic N.,1,,2012,48,,
Federer R.,2,,2012,48,,
Nadal R.,2,,2012,48,,
Djokovic N.,1,,2012,49,,
Federer R.,2,,2012,49,,
Nadal R.,2,,2012,49,,
Djokovic N.,1,,2012,50,,
Federer R.,2,,2012,50,,
Nadal R.,2,,2012,50,,
Djokovic N.,1,,2012,51,,
Federer R.,2,,2012,51,,
Nadal R.,2,,2012,51,,
Djokovic N.,1,,2012,52,,
Federer R.,2,,2012,52,,
Nadal R.,2,,2012,52,,
Djokovic N.,,,2013,1,,
Federer R.,2,,2013,1,,
Nadal R.,1,13030,2013,1,12/31/2013,
Djokovic N.,,,2013,2,,
Federer R.,2,,2013,2,,
Nadal R.,1,,2013,2,,
Djokovic N.,1,12920,2013,3,01/14/2013,
Federer R.,2,10265,2013,3,01/15/2013,
Nadal R.,,,2013,3,,
Djokovic N.,1,12920,2013,4,01/22/2013,
Federer R.,2,10265,2013,4,01/21/2013,
Nadal R.,,,2013,4,,
Djokovic N.,1,,2013,5,,
Federer R.,2,,2013,5,,
Nadal R.,,,2013,5,,
Djokovic N.,1,,2013,6,,
Federer R.,2,,2013,6,,
Nadal R.,5,5400,2013,6,02/06/2013,
Djokovic N.,1,,2013,7,,
Federer R.,2,10265,2013,7,02/13/2013,
Nadal R.,5,5550,2013,7,02/14/2013,
Djokovic N.,1,,2013,8,,
Federer R.,2,,2013,8,,
Nadal R.,5,,2013,8,,
Djokovic N.,1,12960,2013,9,02/26/2013,
Federer R.,2,9855,2013,9,02/25/2013,
Nadal R.,5,5755,2013,9,02/27/2013,
Djokovic N.,1,,2013,10,,
Federer R.,2,9535,2013,10,03/09/2013,
Nadal R.,5,6105,2013,10,03/10/2013,
Djokovic N.,1,13280,2013,11,03/11/2013,
Federer R.,2,9535,2013,11,03/11/2013,
Nadal R.,5,6105,2013,11,03/14/2013,
Djokovic N.,1,13280,2013,12,03/23/2013,
Federer R.,2,,2013,12,,
Nadal R.,5,,2013,12,,
Djokovic N.,1,13280,2013,13,03/27/2013,
Federer R.,2,,2013,13,,
Nadal R.,5,,2013,13,,
Djokovic N.,1,,2013,14,,
Federer R.,2,,2013,14,,
Nadal R.,5,,2013,14,,
Djokovic N.,1,,2013,15,,
Federer R.,2,,2013,15,,
Nadal R.,5,,2013,15,,
Djokovic N.,1,12500,2013,16,04/17/2013,
Federer R.,2,,2013,16,,
Nadal R.,5,6385,2013,16,04/17/2013,
Djokovic N.,1,,2013,17,,
Federer R.,2,,2013,17,,
Nadal R.,5,5985,2013,17,04/24/2013,
Djokovic N.,1,,2013,18,,
Federer R.,2,,2013,18,,
Nadal R.,5,,2013,18,,
Djokovic N.,1,12900,2013,19,05/07/2013,
Federer R.,2,8670,2013,19,05/07/2013,
Nadal R.,5,5985,2013,19,05/08/2013,
Djokovic N.,1,12730,2013,20,05/14/2013,
Federer R.,3,7760,2013,20,05/14/2013,
Nadal R.,5,6895,2013,20,05/15/2013,
Djokovic N.,1,,2013,21,,
Federer R.,3,8000,2013,21,05/26/2013,
Nadal R.,5,,2013,21,,
Djokovic N.,1,12310,2013,22,05/28/2013,
Federer R.,3,8000,2013,22,05/29/2013,
Nadal R.,4,6895,2013,22,05/27/2013,
Djokovic N.,1,12310,2013,23,06/03/2013,
Federer R.,3,8000,2013,23,06/04/2013,
Nadal R.,4,6895,2013,23,06/03/2013,
Djokovic N.,1,,2013,24,,
Federer R.,3,7640,2013,24,06/12/2013,
Nadal R.,4,,2013,24,,
Djokovic N.,1,,2013,25,,
Federer R.,3,,2013,25,,
Nadal R.,4,,2013,25,,
Djokovic N.,1,11830,2013,26,06/25/2013,
Federer R.,3,7740,2013,26,06/24/2013,
Nadal R.,5,6895,2013,26,06/24/2013,
Djokovic N.,1,11830,2013,27,07/01/2013,
Federer R.,3,,2013,27,,
Nadal R.,5,,2013,27,,
Djokovic N.,1,,2013,28,,
Federer R.,3,,2013,28,,
Nadal R.,5,,2013,28,,
Djokovic N.,1,,2013,29,,
Federer R.,5,5785,2013,29,07/17/2013,
Nadal R.,5,,2013,29,,
Djokovic N.,1,,2013,30,,
Federer R.,5,5875,2013,30,07/25/2013,
Nadal R.,5,,2013,30,,
Djokovic N.,1,,2013,31,,
Federer R.,5,,2013,31,,
Nadal R.,5,,2013,31,,
Djokovic N.,1,12040,2013,32,08/07/2013,
Federer R.,5,,2013,32,,
Nadal R.,4,6860,2013,32,08/07/2013,
Djokovic N.,1,11400,2013,33,08/14/2013,
Federer R.,5,5515,2013,33,08/14/2013,
Nadal R.,3,7860,2013,33,08/15/2013,
Djokovic N.,1,,2013,34,,
Federer R.,5,,2013,34,,
Nadal R.,3,,2013,34,,
Djokovic N.,1,10980,2013,35,08/28/2013,
Federer R.,7,4695,2013,35,08/27/2013,
Nadal R.,2,8860,2013,35,08/26/2013,
Djokovic N.,1,10980,2013,36,09/02/2013,
Federer R.,7,4695,2013,36,09/02/2013,
Nadal R.,2,8860,2013,36,09/03/2013,
Djokovic N.,1,10980,2013,37,09/09/2013,
Federer R.,7,,2013,37,,
Nadal R.,2,8860,2013,37,09/09/2013,
Djokovic N.,1,,2013,38,,
Federer R.,7,,2013,38,,
Nadal R.,2,,2013,38,,
Djokovic N.,1,,2013,39,,
Federer R.,7,,2013,39,,
Nadal R.,2,,2013,39,,
Djokovic N.,1,11120,2013,40,10/02/2013,
Federer R.,7,,2013,40,,
Nadal R.,2,,2013,40,,
Djokovic N.,,11120,2013,41,10/07/2013,
Djokovic N.,2,11120,2013,41,10/09/2013,
Federer R.,7,4515,2013,41,10/09/2013,
Nadal R.,1,11160,2013,41,10/09/2013,
Djokovic N.,2,,2013,42,,
Federer R.,7,,2013,42,,
Nadal R.,1,,2013,42,,
Djokovic N.,2,,2013,43,,
Federer R.,6,4245,2013,43,10/21/2013,
Nadal R.,1,,2013,43,,
Djokovic N.,2,11120,2013,44,10/29/2013,
Federer R.,6,4245,2013,44,10/30/2013,
Nadal R.,1,11670,2013,44,10/30/2013,
Djokovic N.,2,10610,2013,45,11/05/2013,
Federer R.,7,3805,2013,45,11/05/2013,
Nadal R.,1,12030,2013,45,11/05/2013,
Djokovic N.,2,10610,2013,46,11/11/2013,
Federer R.,7,,2013,46,,
Nadal R.,1,12030,2013,46,11/11/2013,
Djokovic N.,2,,2013,47,,
Federer R.,7,,2013,47,,
Nadal R.,1,,2013,47,,
Djokovic N.,2,,2013,48,,
Federer R.,7,,2013,48,,
Nadal R.,1,,2013,48,,
Djokovic N.,2,,2013,49,,
Federer R.,7,,2013,49,,
Nadal R.,1,,2013,49,,
Djokovic N.,2,,2013,50,,
Federer R.,7,,2013,50,,
Nadal R.,1,,2013,50,,
Djokovic N.,2,,2013,51,,
Federer R.,7,,2013,51,,
Nadal R.,1,,2013,51,,
Djokovic N.,2,,2013,52,,
Federer R.,7,,2013,52,,
Nadal R.,1,,2013,52,,
Djokovic N.,2,,2014,1,,
Federer R.,6,4205,2014,1,01/01/2014,
Nadal R.,1,13030,2014,1,01/01/2014,
Djokovic N.,2,,2014,2,,
Federer R.,6,,2014,2,,
Nadal R.,1,,2014,2,,
Djokovic N.,2,12260,2014,3,01/13/2014,
Federer R.,6,4355,2014,3,01/14/2014,
Nadal R.,1,13130,2014,3,01/16/2014,
Djokovic N.,2,12260,2014,4,01/21/2014,
Federer R.,6,4355,2014,4,01/20/2014,
Nadal R.,1,13130,2014,4,01/20/2014,
Djokovic N.,2,,2014,5,,
Federer R.,6,,2014,5,,
Nadal R.,1,,2014,5,,
Djokovic N.,2,,2014,6,,
Federer R.,6,,2014,6,,
Nadal R.,1,,2014,6,,
Djokovic N.,2,,2014,7,,
Federer R.,6,,2014,7,,
Nadal R.,1,,2014,7,,
Djokovic N.,2,,2014,8,,
Federer R.,6,,2014,8,,
Nadal R.,1,14085,2014,8,02/18/2014,
Djokovic N.,2,10580,2014,9,02/25/2014,
Federer R.,8,4305,2014,9,02/24/2014,
Nadal R.,1,,2014,9,,
Djokovic N.,2,,2014,10,,
Federer R.,8,4625,2014,10,03/08/2014,
Nadal R.,1,14085,2014,10,03/09/2014,
Djokovic N.,2,10260,2014,11,03/10/2014,
Federer R.,8,4625,2014,11,03/10/2014,
Nadal R.,1,14085,2014,11,03/11/2014,
Djokovic N.,2,10900,2014,12,03/21/2014,
Federer R.,5,5045,2014,12,03/21/2014,
Nadal R.,1,13130,2014,12,03/23/2014,
Djokovic N.,2,10900,2014,13,03/25/2014,
Federer R.,5,5045,2014,13,03/25/2014,
Nadal R.,1,13130,2014,13,03/24/2014,
Djokovic N.,2,,2014,14,,
Federer R.,5,,2014,14,,
Nadal R.,1,,2014,14,,
Djokovic N.,2,,2014,15,,
Federer R.,5,,2014,15,,
Nadal R.,1,,2014,15,,
Djokovic N.,2,11680,2014,16,04/15/2014,
Federer R.,4,5355,2014,16,04/16/2014,
Nadal R.,1,13730,2014,16,04/16/2014,
Djokovic N.,2,,2014,17,,
Federer R.,4,,2014,17,,
Nadal R.,1,13310,2014,17,04/23/2014,
Djokovic N.,2,,2014,18,,
Federer R.,4,,2014,18,,
Nadal R.,1,,2014,18,,
Djokovic N.,2,,2014,19,,
Federer R.,4,,2014,19,,
Nadal R.,1,12900,2014,19,05/07/2014,
Djokovic N.,2,11030,2014,20,05/13/2014,
Federer R.,4,5715,2014,20,05/14/2014,
Nadal R.,1,12900,2014,20,05/14/2014,
Djokovic N.,2,,2014,21,,
Federer R.,4,5125,2014,21,05/25/2014,
Nadal R.,1,,2014,21,,
Djokovic N.,2,11850,2014,22,05/26/2014,
Federer R.,4,5125,2014,22,05/28/2014,
Nadal R.,1,12500,2014,22,05/26/2014,
Djokovic N.,2,11850,2014,23,06/03/2014,
Federer R.,4,,2014,23,,
Nadal R.,1,12500,2014,23,06/02/2014,
Djokovic N.,2,,2014,24,,
Federer R.,4,4945,2014,24,06/12/2014,
Nadal R.,1,12500,2014,24,06/12/2014,
Djokovic N.,2,,2014,25,,
Federer R.,4,,2014,25,,
Nadal R.,1,,2014,25,,
Djokovic N.,2,12330,2014,26,06/23/2014,
Federer R.,4,4945,2014,26,06/24/2014,
Nadal R.,1,12500,2014,26,06/24/2014,
Djokovic N.,2,12330,2014,27,06/30/2014,
Federer R.,4,4945,2014,27,07/01/2014,
Nadal R.,1,12500,2014,27,07/01/2014,
Djokovic N.,2,,2014,28,,
Federer R.,4,,2014,28,,
Nadal R.,1,,2014,28,,
Djokovic N.,2,,2014,29,,
Federer R.,4,,2014,29,,
Nadal R.,1,,2014,29,,
Djokovic N.,2,,2014,30,,
Federer R.,4,,2014,30,,
Nadal R.,1,,2014,30,,
Djokovic N.,2,,2014,31,,
Federer R.,4,,2014,31,,
Nadal R.,1,,2014,31,,
Djokovic N.,1,13130,2014,32,08/06/2014,
Federer R.,3,6070,2014,32,08/06/2014,
Nadal R.,,,2014,32,,
Djokovic N.,1,12860,2014,33,08/13/2014,
Federer R.,3,6670,2014,33,08/13/2014,
Nadal R.,,,2014,33,,
Djokovic N.,1,,2014,34,,
Federer R.,3,,2014,34,,
Nadal R.,,,2014,34,,
Djokovic N.,1,12770,2014,35,08/26/2014,
Federer R.,3,7490,2014,35,08/27/2014,
Nadal R.,,,2014,35,,
Djokovic N.,1,12770,2014,36,09/01/2014,
Federer R.,3,7490,2014,36,09/03/2014,
Nadal R.,,,2014,36,,
Djokovic N.,1,,2014,37,,
Federer R.,3,,2014,37,,
Nadal R.,,,2014,37,,
Djokovic N.,1,,2014,38,,
Federer R.,3,,2014,38,,
Nadal R.,,,2014,38,,
Djokovic N.,1,,2014,39,,
Federer R.,3,,2014,39,,
Nadal R.,,,2014,39,,
Djokovic N.,1,12150,2014,40,09/30/2014,
Federer R.,3,,2014,40,,
Nadal R.,2,8665,2014,40,09/30/2014,
Djokovic N.,1,12150,2014,41,10/08/2014,
Federer R.,3,8170,2014,41,10/08/2014,
Nadal R.,2,8455,2014,41,10/08/2014,
Djokovic N.,1,,2014,42,,
Federer R.,3,,2014,42,,
Nadal R.,2,,2014,42,,
Djokovic N.,1,,2014,43,,
Federer R.,2,9080,2014,43,10/22/2014,
Nadal R.,3,8105,2014,43,10/20/2014,
Djokovic N.,1,11510,2014,44,10/28/2014,
Federer R.,2,9280,2014,44,10/29/2014,
Nadal R.,3,,2014,44,,
Djokovic N.,1,,2014,45,,
Federer R.,2,8700,2014,45,11/09/2014,
Nadal R.,3,,2014,45,,
Djokovic N.,1,10010,2014,46,11/10/2014,
Federer R.,2,8700,2014,46,11/11/2014,
Nadal R.,3,,2014,46,,
Djokovic N.,1,,2014,47,,
Federer R.,2,,2014,47,,
Nadal R.,3,,2014,47,,
Djokovic N.,1,,2014,48,,
Federer R.,2,,2014,48,,
Nadal R.,3,,2014,48,,
Djokovic N.,1,,2014,49,,
Federer R.,2,,2014,49,,
Nadal R.,3,,2014,49,,
Djokovic N.,1,,2014,50,,
Federer R.,2,,2014,50,,
Nadal R.,3,,2014,50,,
Djokovic N.,1,,2014,51,,
Federer R.,2,,2014,51,,
Nadal R.,3,,2014,51,,
Djokovic N.,1,,2014,52,,
Federer R.,2,,2014,52,,
Nadal R.,3,,2014,52,,
Djokovic N.,1,,2015,1,,
Federer R.,2,,2015,1,,
Nadal R.,3,,2015,1,,
Djokovic N.,1,11360,2015,2,01/06/2015,
Federer R.,2,9625,2015,2,01/08/2015,
Nadal R.,3,6585,2015,2,01/06/2015,
Djokovic N.,1,,2015,3,,
Federer R.,2,,2015,3,,
Nadal R.,3,,2015,3,,
Djokovic N.,1,11405,2015,4,01/20/2015,
Federer R.,2,9875,2015,4,01/19/2015,
Nadal R.,3,6585,2015,4,01/19/2015,
Djokovic N.,1,11405,2015,5,01/26/2015,
Federer R.,2,,2015,5,,
Nadal R.,3,6585,2015,5,01/27/2015,
Djokovic N.,1,,2015,6,,
Federer R.,2,,2015,6,,
Nadal R.,3,,2015,6,,
Djokovic N.,1,,2015,7,,
Federer R.,2,,2015,7,,
Nadal R.,3,,2015,7,,
Djokovic N.,1,,2015,8,,
Federer R.,2,,2015,8,,
Nadal R.,3,5745,2015,8,02/17/2015,
Djokovic N.,1,13045,2015,9,02/24/2015,
Federer R.,2,9205,2015,9,02/23/2015,
Nadal R.,4,5425,2015,9,02/26/2015,
Djokovic N.,1,,2015,10,,
Federer R.,2,,2015,10,,
Nadal R.,4,,2015,10,,
Djokovic N.,1,13205,2015,11,03/15/2015,
Federer R.,2,9205,2015,11,03/15/2015,
Nadal R.,4,,2015,11,,
Djokovic N.,1,13205,2015,12,03/17/2015,
Federer R.,2,9205,2015,12,03/18/2015,
Nadal R.,3,5675,2015,12,03/16/2015,
Djokovic N.,1,13205,2015,13,03/29/2015,
Federer R.,2,,2015,13,,
Nadal R.,3,5810,2015,13,03/27/2015,
Djokovic N.,1,13205,2015,14,03/30/2015,
Federer R.,2,,2015,14,,
Nadal R.,3,,2015,14,,
Djokovic N.,1,,2015,15,,
Federer R.,2,,2015,15,,
Nadal R.,3,,2015,15,,
Djokovic N.,1,13205,2015,16,04/14/2015,
Federer R.,2,8895,2015,16,04/15/2015,
Nadal R.,5,5255,2015,16,04/15/2015,
Djokovic N.,1,,2015,17,,
Federer R.,2,,2015,17,,
Nadal R.,4,5435,2015,17,04/22/2015,
Djokovic N.,1,,2015,18,,
Federer R.,2,8385,2015,18,04/29/2015,
Nadal R.,4,,2015,18,,
Djokovic N.,1,,2015,19,,
Federer R.,2,8635,2015,19,05/06/2015,
Nadal R.,4,5390,2015,19,05/06/2015,
Djokovic N.,1,13845,2015,20,05/12/2015,
Federer R.,2,8645,2015,20,05/13/2015,
Nadal R.,7,4990,2015,20,05/13/2015,
Djokovic N.,1,,2015,21,,
Federer R.,2,9235,2015,21,05/24/2015,
Nadal R.,7,,2015,21,,
Djokovic N.,1,13845,2015,22,05/26/2015,
Federer R.,2,9235,2015,22,05/27/2015,
Nadal R.,7,4570,2015,22,05/26/2015,
Djokovic N.,1,13845,2015,23,06/01/2015,
Federer R.,2,9235,2015,23,06/01/2015,
Nadal R.,7,4570,2015,23,06/01/2015,
Djokovic N.,1,,2015,24,,
Federer R.,2,,2015,24,,
Nadal R.,10,2930,2015,24,06/11/2015,
Djokovic N.,1,,2015,25,,
Federer R.,2,9165,2015,25,06/15/2015,
Nadal R.,10,3135,2015,25,06/16/2015,
Djokovic N.,1,,2015,26,,
Federer R.,2,,2015,26,,
Nadal R.,10,,2015,26,,
Djokovic N.,1,13845,2015,27,06/29/2015,
Federer R.,2,9665,2015,27,06/30/2015,
Nadal R.,10,3135,2015,27,06/30/2015,
Djokovic N.,1,13845,2015,28,07/07/2015,
Federer R.,2,9665,2015,28,07/06/2015,
Nadal R.,10,,2015,28,,
Djokovic N.,1,,2015,29,,
Federer R.,2,,2015,29,,
Nadal R.,10,,2015,29,,
Djokovic N.,1,,2015,30,,
Federer R.,2,,2015,30,,
Nadal R.,10,,2015,30,,
Djokovic N.,1,,2015,31,,
Federer R.,2,,2015,31,,
Nadal R.,10,3000,2015,31,07/28/2015,
Djokovic N.,1,,2015,32,,
Federer R.,2,,2015,32,,
Nadal R.,10,,2015,32,,
Djokovic N.,1,13755,2015,33,08/11/2015,
Federer R.,2,,2015,33,,
Nadal R.,9,3500,2015,33,08/12/2015,
Djokovic N.,1,14265,2015,34,08/19/2015,
Federer R.,3,8065,2015,34,08/19/2015,
Nadal R.,8,3680,2015,34,08/20/2015,
Djokovic N.,1,,2015,35,,
Federer R.,3,,2015,35,,
Nadal R.,8,,2015,35,,
Djokovic N.,1,14865,2015,36,08/31/2015,
Federer R.,2,9065,2015,36,09/01/2015,
Nadal R.,8,3680,2015,36,09/01/2015,
Djokovic N.,1,14865,2015,37,09/07/2015,
Federer R.,2,9065,2015,37,09/08/2015,
Nadal R.,8,,2015,37,,
Djokovic N.,1,,2015,38,,
Federer R.,2,,2015,38,,
Nadal R.,8,,2015,38,,
Djokovic N.,1,,2015,39,,
Federer R.,2,,2015,39,,
Nadal R.,8,,2015,39,,
Djokovic N.,1,,2015,40,,
Federer R.,2,,2015,40,,
Nadal R.,8,,2015,40,,
Djokovic N.,1,15645,2015,41,10/06/2015,
Federer R.,2,,2015,41,,
Nadal R.,8,3770,2015,41,10/06/2015,
Djokovic N.,1,15785,2015,42,10/14/2015,
Federer R.,3,8420,2015,42,10/13/2015,
Nadal R.,7,4060,2015,42,10/14/2015,
